epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.26827889680862427,4.195873260498047,1e-04,0.25799325108528137,4.494160175323486
1,0.26807042956352234,4.1953864097595215,1e-04,0.2580133378505707,4.492488861083984
2,0.26830217242240906,4.190916061401367,1e-04,0.2578325867652893,4.495631694793701
3,0.26862069964408875,4.18848991394043,1e-04,0.2577522397041321,4.495389461517334
4,0.2680577337741852,4.203307628631592,1e-04,0.2580133378505707,4.493783473968506
5,0.26765987277030945,4.20796012878418,1e-04,0.25767192244529724,4.493486404418945
6,0.26705142855644226,4.212142467498779,1e-04,0.2575514018535614,4.494401931762695
7,0.26700592041015625,4.21077299118042,2e-05,0.2573104202747345,4.492252349853516
8,0.2670387327671051,4.213692665100098,2e-05,0.2573104202747345,4.492311954498291
9,0.2673138380050659,4.2118821144104,2e-05,0.25743091106414795,4.491506576538086
