epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2598865330219269,4.3107075691223145,0.001,0.25664764642715454,4.474091529846191
1,0.259809285402298,4.305075168609619,0.001,0.2558041512966156,4.474066734313965
2,0.2604537010192871,4.296814441680908,0.001,0.25590455532073975,4.476894855499268
3,0.2609648108482361,4.290234565734863,0.001,0.2565070688724518,4.480047702789307
4,0.26025688648223877,4.310690879821777,0.001,0.2571095824241638,4.4763593673706055
5,0.2606145441532135,4.3046979904174805,0.001,0.2576116621494293,4.4765448570251465
6,0.26236581802368164,4.278354644775391,0.0005,0.25745099782943726,4.474373817443848
7,0.26265576481819153,4.2722296714782715,0.0005,0.25765183568000793,4.472506999969482
8,0.2629784941673279,4.268040657043457,0.0005,0.25741082429885864,4.474859714508057
9,0.2634716033935547,4.263282299041748,0.0005,0.2575313448905945,4.476505756378174
