epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.26646625995635986,4.221353530883789,0.0003,0.2572702467441559,4.485265731811523
1,0.2663625478744507,4.220218181610107,0.0003,0.25745099782943726,4.484519004821777
2,0.2664620280265808,4.215421676635742,0.0003,0.2578325867652893,4.488170623779297
3,0.2667382061481476,4.21259880065918,0.0003,0.25759157538414,4.48877477645874
4,0.2662408649921417,4.22796630859375,0.0003,0.2578526735305786,4.487421035766602
5,0.26642391085624695,4.225241661071777,0.0003,0.2575714886188507,4.487941741943359
6,0.2657657265663147,4.2291669845581055,0.0003,0.2575112581253052,4.490602493286133
7,0.26553821563720703,4.232010841369629,0.0003,0.2575112581253052,4.48849630355835
8,0.26540490984916687,4.234527111053467,0.0003,0.25716981291770935,4.489755153656006
9,0.26588743925094604,4.231710910797119,0.0003,0.25741082429885864,4.490156650543213
