epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.10874449461698532,5.559318542480469,0.008,0.1366102397441864,5.147122383117676
1,0.14894476532936096,5.042318344116211,0.008,0.1661241352558136,4.828845977783203
2,0.16446086764335632,4.830014228820801,0.008,0.1786024272441864,4.705987930297852
3,0.1723048835992813,4.721733093261719,0.008,0.1822916716337204,4.646818161010742
4,0.17699067294597626,4.65300989151001,0.008,0.1860894113779068,4.613797187805176
5,0.18120931088924408,4.604916572570801,0.008,0.1885308176279068,4.589493274688721
6,0.18408095836639404,4.569931507110596,0.008,0.1900499165058136,4.580015659332275
7,0.18627625703811646,4.5402727127075195,0.008,0.1917317658662796,4.557590007781982
8,0.18844862282276154,4.51991605758667,0.008,0.1933051198720932,4.554616451263428
9,0.189692422747612,4.503215312957764,0.008,0.1929796040058136,4.554319858551025
10,0.19051207602024078,4.489087104797363,0.008,0.1947699636220932,4.54859733581543
11,0.19147217273712158,4.477540969848633,0.008,0.1950412392616272,4.548294544219971
12,0.19277042150497437,4.468257904052734,0.008,0.1960720419883728,4.545190811157227
13,0.19312293827533722,4.4586358070373535,0.008,0.1957465261220932,4.540738582611084
14,0.1936187446117401,4.4485554695129395,0.008,0.1962890625,4.53781795501709
15,0.1947307139635086,4.441965103149414,0.008,0.1981336772441864,4.537579536437988
16,0.19481095671653748,4.435933589935303,0.008,0.1978624165058136,4.533472061157227
17,0.19557616114616394,4.432333946228027,0.008,0.1946071982383728,4.536083221435547
18,0.19586561620235443,4.426220893859863,0.008,0.1970486044883728,4.530938625335693
19,0.19663941860198975,4.420497894287109,0.008,0.1964518278837204,4.531996726989746
20,0.1959659308195114,4.417147159576416,0.008,0.1966688334941864,4.5264573097229
21,0.19749346375465393,4.410943508148193,0.008,0.1969401091337204,4.533844947814941
22,0.1968371719121933,4.406129837036133,0.008,0.2005750834941864,4.531141757965088
23,0.19765108823776245,4.40515661239624,0.008,0.1997612863779068,4.529423713684082
24,0.19714955985546112,4.401329517364502,0.008,0.19921875,4.524860858917236
25,0.19839335978031158,4.397569179534912,0.008,0.1979166716337204,4.525872230529785
26,0.19881466031074524,4.396684169769287,0.008,0.1993272602558136,4.52885103225708
27,0.1985165923833847,4.396167755126953,0.008,0.1995985209941864,4.5262770652771
28,0.19849653542041779,4.391968727111816,0.008,0.1996527761220932,4.528182029724121
29,0.19865703582763672,4.39270544052124,0.008,0.1991644948720932,4.515126705169678
30,0.1989808827638626,4.390349864959717,0.008,0.20068359375,4.520891189575195
31,0.19959132373332977,4.386033058166504,0.008,0.1989474892616272,4.52379846572876
32,0.19847361743450165,4.383144378662109,0.008,0.2009548544883728,4.516000270843506
33,0.1997489482164383,4.384028911590576,0.008,0.1984049528837204,4.5221476554870605
34,0.19995242357254028,4.382635116577148,0.008,0.2007921040058136,4.52197265625
35,0.20636922121047974,4.311247825622559,0.004,0.2028537392616272,4.4942097663879395
36,0.2093096524477005,4.284600257873535,0.004,0.2026909738779068,4.490402698516846
37,0.2092609405517578,4.273850440979004,0.004,0.2017144113779068,4.493221759796143
38,0.21050474047660828,4.264155387878418,0.004,0.2036675363779068,4.494904518127441
39,0.2111753672361374,4.258742332458496,0.004,0.2022569477558136,4.498753547668457
40,0.21159666776657104,4.252403736114502,0.004,0.20361328125,4.500401496887207
41,0.21191763877868652,4.248258590698242,0.004,0.2045355886220932,4.5048441886901855
42,0.2160961627960205,4.204319953918457,0.002,0.2061089426279068,4.4966230392456055
43,0.21757784485816956,4.189417839050293,0.002,0.2054578959941864,4.496633529663086
44,0.2177239954471588,4.182308673858643,0.002,0.2069227397441864,4.501100540161133
45,0.21832583844661713,4.17851448059082,0.002,0.2060004323720932,4.503940582275391
46,0.2193174511194229,4.172475337982178,0.002,0.2065972238779068,4.508584976196289
47,0.22137518227100372,4.148828029632568,0.001,0.2066514790058136,4.5061750411987305
48,0.2225702702999115,4.139554977416992,0.001,0.2068142294883728,4.502871513366699
49,0.22226935625076294,4.1377854347229,0.001,0.2077365517616272,4.5075554847717285
